范特西的橘子,2,56,['2021-02-12'],实在不能说好看，为了陈坤和周迅将它选做大年初一的第一部春节档电影，却感觉屈楚萧和沈月这两位争议满满的演员戏份更多。妖怪延续《捉妖传》里丑到不忍直视（可能是为了贴合手游？）陈伟霆的帅脸也没有震住巨丑的红色假发。一分给布景和特效。
汉江派大星,1,51,['2021-02-13'],这………比晴雅集可差多了 某人顶着个老脸没演技还装嫩 感觉周迅被坑了
热带口香糖,1,56,['2021-02-12'],无比煎熬的两个小时，工夫影业强捧资源咖超标了……简直靠同行衬托，比《晴雅集》差多了，小四做梦都要笑醒。
小鸭鸭,1,59,['2021-02-12'],离《晴雅集》差远了。。。刻意安排的笑料很尬，剧情乱七八糟，人物的感情莫名其妙
飞兔子,4,47,['2021-02-12'],"这么多年再看周迅和陈坤这对老搭档搭戏，还是只想说：“这两人真是配一脸啊我敲”，台词和眼神太到位了，每次眼神交汇都是戏啊
"
12 Seconds,2,59,['2021-02-13'],晴雅集都比你好看一百倍，我寻思屈楚萧才是主角？？
ZimaBlue,2,39,['2021-02-12'],华丽空洞 还要说啥 还不如晴雅集
Tonbo,1,52,['2021-02-12'],恶心到想吐
513tattoo,1,38,['2021-02-12'],真是拍得好难看啊，什么稀烂的故事。美术不错，但细节真是经不起推敲。陈坤周迅毫无用武之地，完完全全浪费。
胖砸,5,41,['2021-02-12'],呜呜呜，越看我也越想有自己的侍神，结下侍神令，就是我的人的那种，至少他不会背叛和伤害我，可以永远放心的把后背交给他
🏰🚏🚂,2,61,['2021-02-12'],大型挂羊头卖狗肉 陈坤真的是大男主吗？？ 周迅戏份有屈楚萧多吗？？ 陈伟霆出来有半个小时吗？？就无语…
豌丸碗旺,2,52,['2021-02-12'],春节档都没有特别想看的，就掷骰子选一部看了，迅哥儿和厂花没得说，但掩盖不住这电影的糟糕，劝告就是去影院前先看看导演以前拍过什么片子，这可以规避大部分烂片，某些镜头和转场真一言难尽……最后的打斗看得我和朋友在影院笑得好大声，失礼失礼，没想到竟然是喜剧片
颜魔爱3333,1,60,['2021-02-13'],这超级烂片给0分一星都不想给！！真的烂，大烂片，烂到家了，这完全是搞假的误导大家！不知道能不能举报！我是很喜欢阴阳师题材的，每个版本都会去看，本人女，喜欢的女明星很少周迅算一个，结果尼玛看了个寂寞，剧情也烂的一 p和游戏没关系
据说明天有雨,4,54,['2021-02-12'],"晴明和百旎的情感真让人唏嘘，这两个角色让陈坤周迅来演太合适了，我很难想到还有谁能演绎出这种灵魂至交的感觉的。
"
靖九,2,55,['2021-02-12'],是诈骗吧是诈骗吧是诈骗吧，屈楚萧可以滚蛋吗，两星给戏份少得可怜的周迅
Will丶,2,48,['2021-02-12'],植物大战僵尸？
毒舌列文,1,56,['2021-02-12'],看完感觉“春节档票房第一扑”也是这部片了吧！整部影片在故事、角色、情感、逻辑上都不如郭敬明的《晴雅集》，甚至连结尾高潮大战都完败给《晴雅集》，高潮特效大战连一点刺激爽快的视听冲击力都营造不出来，你不扑谁扑呢？本片在故事层面最大的失败是分出陈坤周迅、屈楚萧沈月这两拨人讲故事，结果哪一拨的故事都讲得浮皮潦草、毫不精彩，某人黑化更是缺乏足够动机，最后晴明靠谈判“谈赢”妖王也显得很扯，逻辑合理性上也完全不如同样是谈判“谈赢”大Boss的《奇异博士》！
跳水青蛙,1,37,['2021-02-12'],太难看了太难看了
花开几何,4,46,['2021-02-12'],老《阴阳师》玩家一本满足，从开拍选角到最后的成片都完全满足预期，目前确实是神仙阵容了。能看出整个班底对这个IP的尊重，陈坤和周迅这对老搭档多年以后再合作，比画皮的时候更多一分游刃有余和默契，几十年的感情包裹在侍神和主人的强设定下，多了一重更深层次的陪伴和守护。相比其他同档期影片，《侍神令》多一分温暖和治愈。
W,1,52,['2021-02-12'],哎呀，白瞎了陈坤周迅两位演员了，这两位从这部电影开始在我心里走下神坛了…还不如郭敬明的晴雅集能让我看得下去。就说沈月这演技，她是来玩儿呢？到底谁是主演来着？以为是陈坤，但是貌似是叫屈楚萧的（百度了才知道这位演员）。还有后排的小朋友，一直讲话忍忍就算了，还一直扑腾，总之这部电影观感极差。
灰尘埃,2,43,['2021-02-12'],我一个非游戏粉丝一开始看觉得前面百分之50挺好的：特效华丽不说，不带玩家滤镜看各位式神没觉得有什么不适，可是剧情进行到后半段，人物情绪反应突然加速导致拉跨，看一个ssr带着一个sr搞得阴阳寮天翻地覆不说，最终对决时杨婆婆化的厂花居然是靠体术而不是法术获得胜利：硬生生地超人飞天+黑虎掏心赢了boss😏最后还好意思暗示号召玩家回归...emmm我可能不会想入坑了
⊙o,4,47,['2021-02-12'],冲着周迅去的，不过她的剧情和表演都算中规中矩。陈坤很适合这种角色，他的表演就和他的剧照一样让人惊艳，举手投足间都是亦正亦邪的气质。另外，比一施法就脱上衣的某同类影片好太多，不论是剧情还是特效。
周也yeah,2,45,['2021-02-12'], 迅姐一颗星 坤哥一颗星 沈月太丑了 看不下去
zts,4,48,['2021-02-12'],极具文化意蕴的东方美学，融合超越想象的电影工业技术，《侍神令》为观众呈现了一场不可多得的视觉盛宴，陈坤周迅领衔的充满魅力的好演员的精彩演绎为作品增添了看点，深情与温情并重的故事交织碰撞出强烈的节日欢庆相聚的氛围，好的奇幻电影成在视效，胜在故事，《侍神令》可称国产大片在游戏改编领域的新的标杆
Soooowhat,1,47,['2021-02-12'],辣鸡中的战斗机。
芦哲峰,4,29,['2021-02-12'],同样是晴明，碾压郭敬明。喜欢陈坤的邪魅感，和周迅的帅，二位别来无恙。
深藏blue,2,40,['2021-02-12'],一分给红发陈伟霆茨木，有被帅到，一分给白发晴明坤哥厂花，不能再高了。
jd2007,1,42,['2021-02-12'],吹大了
明日疏雨,2,46,['2021-02-12'],"知道百旎出事了晴明都没去看一眼？一个人怎么能让雪女认主人的？凡胎怎么能炼成妖体的？没了侍神令的妖们何去何从晴明怎么不管他们了？百旎就算是暂时性休克，缺氧那么久起码一天了都没死？妖除了雪女全都只会物理攻击？界桥断了不还有能飞的妖怪能来去自如？和百旎对战时晴明既然要逃怎么不用传送阵？……
另外，神乐和源博雅是真惨，在电影里硬是被塑造成了傻白甜和中二少年，兄妹情发展出了感情线……电影里这俩角色尴尬得不行，源博雅净会逞强惹事，神乐净会瞪眼睛喊主人，一堆侍神都没她会撕心裂肺喊主人。"
乙,1,36,['2021-02-12'],我当场就tm好家伙，雷神阿斯加德彩虹桥传送门➕亚当斯一家那只到处跑的断手宠物thing➕黄龄版雪女➕千与千寻妖城➕茨木丑毫无气势没有技能并且装扮一看就是废物➕晴明的n卡式神们都不放技能靠肉搏➕想收晴明做小弟的八岐大蛇做了晴明的式神➕晴明收了八岐大蛇之后变身超人头锤茨木=我tm看完都不想说话回家之后越想越生气
陀螺凡达可,2,20,['2021-02-14'],过度炫耀和依赖特效（以及CG角色），整部片就像由一段又一段的特效动作戏拼贴而成，这些段落之间串连着铺满配乐且空洞虚假的对白戏。而且和晴雅集一样始终都端着，企图借此提升厚重感，但剧本的空洞乏味只会更让人觉得装逼且有距离感。所以不管上演着看似多么宏大的特效/情感大戏，演员看起来多么撕心裂肺，最终也都只是泛滥到令人厌倦的奇观奇景。
墙角一枝梅,4,44,['2021-02-12'],游戏粉大银幕的骄傲，当独眼小僧，山兔，涂壁，铁鼠，河童这些小妖一出场，瞬间梦回当年抽卡的岁月。曾经弃之如敝屣的卡面成为生动的小朋友们，一下子就建立了难以割舍的感情。还记得第一个高级卡是雪女，最美的是桃花，最少年气的是鸦天狗，当游戏里的崽们集体冲锋陷阵为晴明而战的时候，真心热血沸腾！这难道就是妈粉的蜜汁骄傲吗？
风花雪月,4,175,['2021-02-12'],周迅掐脖子那段戏掐的青筋暴起看得我心疼，听说周迅还要求工作人员加大力度，好的演员就是这样吧
M26,2,39,['2021-02-12'],只有我一个觉得不如晴雅集么 我们是想看陈坤和周迅cp的 不是想看屈楚萧跟沈月组cp的 周迅全程打酱油 除了特效 剧情完败晴雅集
江晚正愁余,1,40,['2021-02-12'],画面不如郭敬明版，虽然郭敬明版也很差。
超人,1,35,['2021-02-12'],陈坤那自恋狂的样子，让我想起了一句话，越缺什么越要秀什么，自卑的人才自恋，加个迅哥儿，俩人毫无新鲜感，片子也不伦不类
大头小蟹,1,34,['2021-02-12'],烂到看睡着了
喵老师2333,2,27,['2021-02-12'],陈坤再年轻个10岁，就是100分的晴明，最后白发的质感太差，衬得陈坤也苍老了太多。1500+天签到老咸鱼，看了个寂寞。整部电影过时得就像陈坤周迅陈伟霆，你能说他们不帅不美吗？可惜都是上个时代的事情了。
栞皁峣,2,34,['2021-02-12'],真的，还不如晴雅集。讲真片方做这烂污，也就等着几位主演巨星的粉丝加足滤镜控评水吹了吧。
伊万卡,5,41,['2021-02-12'],从《像雾像雨又像风》到《画皮》再到《侍神令》，周迅陈坤的默契在这部电影里演绎得淋漓尽致，一个眼神一个动作，真的是演技炸裂
coolin,5,37,['2021-02-12'],	晴明的成长线真的太感人了，舍小我成全大我，自问我是难以做到，全片最心疼的就是晴明了，另外陈坤的演技真的炸裂，就是晴明本明
画船听雨眠,4,46,['2021-02-12'],啥也不说了，姐妹们，买票吧，二刷二刷走起！这颜值，这特效，要是电影院有弹幕，估计满屏都是我的感叹号和老公。
YGVUHBI,1,51,['2021-02-13'],真的服了屈楚萧这种人还找他拍戏！资本的力量吗？
sara,5,40,['2021-02-12'],"一直在期待《侍神令》，终于要上映了。《阴阳师》真是网易爸爸的亲儿子，看的出很珍惜这个IP，做的也是相当用心。自信打磨的作品跟割韭菜的爆米花片一看就是不同的。很值得来影院细细品味。
"
李圣经,4,30,['2021-02-12'],"晴明由陈坤饰演真的太合适了，谁不想做晴明手下的小侍神呢哈哈哈。对玩家来说侍神令真的是视觉享受，好像玩过的游戏人物都活过来一样。
"
呱唧,5,69,['2021-02-12'],去之前看到网上一片贬低之声还有点担心是钟馗2.0，结果看下来十分惊喜。网上那些带节奏说是捉妖记2，特效垃圾的估计都是水军。实际上故事剧情简介流畅，没有bug，陈坤的晴明特别帅，周迅也好美好美，桃花和蝴蝶也都很好看，还有那群小妖怪真的是看的出来的特效精良。应该是喜欢奇幻视觉效果类爆米花片的不二之选。开场旁边左右都坐了五六岁的小朋友还担心没法看，结果剧情一开始原本吵闹的小朋友全都安静下来看电影了，好笑的地方还挺多的。
夜路微雨,2,32,['2021-02-12'],比刺杀小说家差了120个晴雅集！伏地魔看了要流泪，蜘蛛侠2看了直呼内行！只能吹cp吗？拖沓的节奏，尴尬的台词，这武术指导是体育老师教的吗？这特效还是中国奇幻电影元年吗，放电视剧上都快过过时了吧。服化道真的用心了吗！我是来看百鬼夜行的，不是来看沈月吼叫卖萌屈楚萧扮蠢卖傻的！
振华的小颖子,5,32,['2021-02-12'],特效不错，周迅的演技从来就没让人失望，真的很棒，配色也挺舒服
waaaaaa,5,53,['2021-02-12'],"好看好看好看 动漫真人化 有一瞬间以为自己在看千与千寻  和小伙伴在电影院里直呼有趣 每个角色都给人惊喜感 比如沈月 演得很好呀 还有守庭院穿绿色衣服的蝴蝶神 水灵灵的好漂亮！！！陈坤周迅就不用讲了 冲他们来看的 不错不错！！！
新年第一部电影！满足！"
HAL,1,30,['2021-02-12'],这是个什么玩意
方尼可,2,37,['2021-02-12'],没看过原著，也没玩过游戏，但起码这一版晴明和博雅的故事线是能让人接受的。片子走了较为保守和标准的魔幻片路数，就是没有惊喜，反派生硬且无脑。情感方面做得还行，对“侍神”羁绊和忠诚的展现还是会有让人动容的地方。
甜栗叶x,2,28,['2021-02-12'],什么烂片
I want free,2,31,['2021-02-12'],"我以为的侍神令：大天狗，妖刀姬，玉藻前，山风，小鹿男，白藏主，一目连，酒吞童子，茨木童子，荒川之主，两面佛，青灯行，花鸟卷等众多ssr大乱斗。
实际上的侍神令：人设全改，人气ssr基本都没出，只有几个sr和一堆r撑场子，俗套的爱情拯救正邪的电影，就连陈坤和周迅的演技都拯救不了。
游戏fans不要看，小说粉也不要看，演员粉可以看看，打分的话……4/10不能再多了……
最后博雅这是要和神乐谈恋爱的节奏？？？醒醒啊，这是要骨科啊！"
俺要吃糖,1,33,['2021-02-12'],为什么花那么老多钱请那么多明星拍这么个玩意，还不如小四的晴雅集
有韵律的头发丝,1,32,['2021-02-12'],捉妖记3难看
泽尻茱莉亚,1,33,['2021-02-12'],太难看了，而且太恶心了，剧情就不说了，根本没有，审美也根本没有。
每天都犯困,1,34,['2021-02-12'],不好看！➕10086
一夕,2,30,['2021-02-12'],"最可怕的是
这个居然要拍续集
瑟瑟发抖"
煎个蛋吧,1,35,['2021-02-12'],比郭敬明还差
晚不安,2,22,['2021-02-13'],无聊应该是最大的问题，没有特色在春节档最为致命。郭敬明让晴明和博雅卖腐，光膀子打架也算在贩卖男色的路子上赛出了风格和水平；而《侍神令》可供玩味的，或许只剩陈坤和周迅的关系了？戏外二十年友谊能用主人和式神同生共死的理论去解释不？剧情是那种中式魔幻片打包批发的阴谋论，特效融合了《捉妖记》的萌系和《钟馗伏魔》的辣眼，也算是各打五十大板。你说电影人花这么些年在一个空洞的项目上不觉得浪费生命么，或者只是一份揾食的活计罢了。
忱子、橙子,1,33,['2021-02-12'],无论是痒痒鼠玩家还是电影观众，站在任何角度都给不了高分
陈永仁,1,35,['2021-02-12'],就冲扑街令拉踩晴雅集的架势，一星不送🌝
：,1,26,['2021-02-12'],失望
翻滚吧！蛋堡,1,20,['2021-02-12'],豆瓣快把主演顺序调调吧，别再诈骗了
看起来兔兔的,1,31,['2021-02-12'],剧中主角叫袁柏雅把我给震惊到了，瓦当店本瓦了……
BRNO,1,31,['2021-02-12'],还记得当年被陈坤的钟馗伏魔支配的恐惧嘛？这部电影有过之无不及。
陆柯,3,35,['2021-02-12'],陈坤从悬崖底下窜上来像极了惊奇队长，雷到我的感觉都一样一样的。但是他美啊，看陈坤的脸就让我没原则。
新时代女性,1,37,['2021-02-12'],郭敬明惨，这什么啊？晴雅集的指头都比不上。初一看的我无聊死，特效不行，最后的打戏有事吗？剧情不行，晴明是阴阳师吗？最后的白发爷爷造型我以为是出家的道士，还是乞丐帮呢？陈坤周迅还我一百大洋
sAm,2,27,['2021-02-12'],别恶心我求你了
沧海一小生,3,37,['2021-02-13'],乐乐呵呵地看完了挂名为侍神令的捉妖记！
蓥鄞一米,4,34,['2021-02-12'],看片之前是有一定预期的，看完片是远高出预期的，比晴雅集的格局和娱乐程度更出彩。除了陈坤周迅以外，一些配角也蛮有意思。咋咋呼呼的迷妹沈月可可爱爱，全程是个小开心果。很感叹晴明一生中的偏见都来自于人，偏爱大多数来自于妖，而他却以一种近乎献祭的方式拯救世人，荒唐又讽刺，看完意犹未尽。视觉效果奇佳，数字角色的精细化程度绝对超过了以往任何一部华语电影。
方枪枪,2,24,['2021-02-12'],古装妖幻这个题材真是烂片集中箱。
谢谢你们的鱼,1,15,['2021-02-12'],年度WTF电影，剪辑、叙事、表演、制作、风格、配乐、配音、摄影全方位的崩坏，人物情感毫无支点，情节推进毫无章法，看得出花了不少钱，但是钱全给不会拍电影的导演糟蹋了。整部戏没有一场戏是正常的，编剧的台词尤其糟糕，数次让男二号做了复读机，而更荒谬的是男二女二的戏份大大超过了男一女一，并且一个原本想走史诗路线的电影却选择了《捉妖记》的怪物风格，各种四不像，最后的守桥战看得我真的要无聊死了。话说片中好多情节配上屈楚萧现在的人设真的是充满了恶趣味。
密室大逃脱,1,32,['2021-02-12'],优胜劣汰吧还是
哲曦先生,1,25,['2021-02-12'],剧情拉胯
Duofold💮,1,52,['2021-02-12'],真正的主角：沈月，屈楚萧，营销时候的主角：周迅，陈坤
木叶豆,2,28,['2021-02-12'],再次说明了电影是导演的艺术，演员碰到了只能认倒霉
安徽的乐乐,2,28,['2021-02-12'],不要比较 比较起来真不如
一口大井子,4,23,['2021-02-12'],最早对《侍神令》没抱什么期待，但看完之后很惊喜，周迅和陈坤不愧是20年的好友，再次搭档默契依旧，信任全在眼里，不言自明。两人20年12次合作所形成的情感光环，为晴明和百旎之间的情感羁绊又增添了几分说服力，能产生这样化学反应的银幕搭档并不多，我想象不到谁能比他俩更加合适。奇幻片能否成立的关键就是特效，大到妖域的山林楼宇，小到侍神们的皮肤毛发，电影将这一番光怪陆离在大银幕上呈现得无比真实，而且还最大程度上注入了东方美学，辅以配乐大师梅林茂的旋律，绝对是视觉和听觉的双重享受。最打动我的还是侍神与主人之间的情感，在片中是生死相随的坚定，在我们的日常生活中就是苦乐相伴的长情，无论是对家人、爱人、朋友，或是宠物，能够无条件的信任对方就是有了心的归处。这是《侍神令》留给这个春节档的一份温情。
蜜獾,2,27,['2021-02-12'],真的就是，还不如小四的《晴雅集》。要剧情没剧情，要感情没感情，要美感没美感。
终未,2,29,['2021-02-12'],四分都嫌多，真的好无聊，好好的人一定要做妖，一群妖怪，整天在世界中心呼唤爱。简直无聊透了。
门萨的娼妓,2,26,['2021-02-12'],这是2001年的电影吗？
wwo,5,24,['2021-02-12'],特效巨好，打斗很爽，周迅好美
阿羅耶識,1,29,['2021-02-12'],剧情不行，节奏拖垮，特效出戏，建议花钱去看其他，真的太难了。
瓦爱吃鸡腿,2,22,['2021-02-12'],这…这不是捉妖记吗
Jafarid,2,21,['2021-02-12'],emm…
私物語君,2,26,['2021-02-12'],屈楚萧的戏份多而不精，台词处也是尽显尴尬（剧本背责），周迅的戏份少且没劲（剧本背责），陈伟霆的配音，雪女配音，王丽坤本人的演技（剧本也要背责，因为我看过她演的蜘蛛精，华丽细致），不过定位是个合家欢电影，大多数的妖都是CG，没情感不精彩。陈坤的演技也还是无功无过。
歪嘴应,2,24,['2021-02-12'],最后是变成超人大战了吗？
宣楚,1,27,['2021-02-12'],"这剧本是啥呀？张家鲁老师，不至于吧？这电影是要给阴阳师玩家喂了shi吗？剧本一塌糊涂，本来想着陈坤，周迅在，好歹能看看，就这吗？！屈楚萧，陈伟霆也是全场尬演。说好的吊打《晴雅集》呢？就这就这？所以全片精华全在预告片了呗？"
who like boys,1,30,['2021-02-16'],屈楚萧这种家暴还死不承认阴阳怪气搞性别对立的人凭什么来演电影啊🥺👊🏻
去他妈的世界,2,25,['2021-02-12'],真开心，又来电影院吃屎了。我怎么能期待网易讲出什么好故事？特效钱感觉全在那只手上了，看完回来睡了一觉，还是很生气。
猫窝,4,31,['2021-02-12'],美轮美奂的视觉享受，绝对算的上贺岁档中视效最佳的片子了。陈坤就是晴明本明，完全满足二次元对《阴阳师》这个IP的想象，和周迅的对戏火花感强的让人当场坐地磕CP。神、妖、人在新的环境情境下被赋予了全新的诠释，侍神的设定本身就是一个有仪式感的互相陪伴与成全。主题立住了，片子就是好看的。
夏白夏-,1,40,['2021-02-12'],我说真的，如果你想卖周迅和陈坤的cp，大可以按照少年相知意外擦肩灵魂相通的逻辑搞一个原创，拍成啥样戏份充足我也看，现在的结果就是知道设定的人因为原梗被毫无逻辑地串用而满头雾水，不知道设定的人普通地因为毫无逻辑而满头雾水，导演的美国大片观影量显然远远大于任何日系相关。最后一个问题，屈楚萧是不是只会本色出演流氓？
西楼尘,4,20,['2021-02-12'],是选择做慈悲软弱的人，还是拯救苍生的妖。是选择在人类世界被当做异己，还是在妖的领地惶惶度日。后世读着史官文书，不知道界桥一战那半人半妖的阴阳师做过怎样的选择。就像人们不知道识妖之力意味怎样的诱惑，桔梗之环意味怎样的承诺，侍神之令有着怎样的真义，人妖各处一界繁衍生存，都比晴明快活。
Jack,3,27,['2021-02-12'],总得来说还行，有陈坤周迅加持算是及格了，但剧情还是有问题，比如那把吹的很厉害的剑。。。
平井西瓜子,4,22,['2021-02-12'],	“苦乐相伴，死生相随，永不背叛”的契约精神真的好感人哦，希望也可以拥有这样的爱情，一旦认定彼此就永远相伴相随。
朝阳区妻夫木聪,2,16,['2021-02-12'],实在是没什么好多说的，没觉得比捉妖记差，也没觉得比晴雅集好。暂且撇开商业角度不谈，中国式奇幻大片至少在我这里，目前来看基本还处于花花绿绿但是乱七八糟的阶段，烧钱烧钱再烧钱。至于什么所谓的影游联动，基本也没什么出路，光提特效真的一点用都没有，你有听过指环王霍比特人系列吹过自己特效好吗？
心上一字敢,2,37,['2021-02-14'],"只能说周迅和陈坤为何要接这种烂片，
没头没脑，人物非常单薄，打斗非常无脑，剧情发展非常无语。
慈沐就是没来由地喜欢妖力，权倾天下？
百旎和西残就如此羸弱？跟雪女和慈沐基本上都过不了几招？
相柳更是无语，所以鲮石封印的是谁？慈沐得到的到底是谁的力量？最后又轻轻松松地成为晴明的式神，教晴明做人，还问他是否想成为拯救苍生的妖？之后还可以和人族相安无事？
界桥大战就是丧尸围城，而且战斗力都很弱。。。等到BOSS战，晴明却又轻而易举打倒慈沐。。。"
卖萌有益健康,1,20,['2021-02-12'],sy辣眼睛，背后金主不要伤害观众了好吗
绿色的梅花鹿,1,22,['2021-02-12'],真的不喜欢杨坤，装什么啊
寂夏安澜,1,20,['2021-02-12'],晴明做别人侍神？但凡脑子还在的人都不会这样改
生活大气层,1,34,['2021-02-12'],主线混乱大杂烩
S R就是了,3,28,['2021-02-14'],拉满了弓，放了个空
好想养只猫啊,5,35,['2021-02-12'],"刚看完侍神令，很好看

首先整个电影场景很好看，一开始截贡品那边那边景很漂亮，然后妖域也做的很好，很大气。还有其他的景也非常棒，那些妖怪做的也很好

演员演的也好，演技不拉胯，陈坤真的很帅啊，陈坤yyds

故事情节比较简单，就不剧透了，但是整体故事讲的很好，我看了很舒服

不过周迅虽然二番，但戏份不多，屈楚萧戏份挺多的，但是其他不论，他演戏还是很不错的"
呆萌喵星人,2,18,['2021-02-12'],格局不够情怀来凑，作为游戏的氪金玩家，本人觉得有这钱还不如去给我的游戏充值😄当然美术配乐和画面效果确实蛮精致，但是当一部电影只剩下如ppt式的叙事手法时，再优秀的设计元素也只是徒劳无功的“锦上添花”。
FayeWinslet,1,19,['2021-02-13'],"0
翻版捉妖记，还搞番位诈骗，四番六番当主角，一番二番当配角，把我这种周迅粉丝骗进场。
垃圾诈骗电影赶紧滚蛋。"
大猪猪宝宝,3,21,['2021-02-12'],特意为了这部电影起了个早，总体来说还是不错的，特效还行，从各个方面都要甩晴雅集很多，里面的鬼赤太可爱了，好像买一只同款娃娃，哈哈😄😄
静静,4,26,['2021-02-12'],晴明的庭院我好向往啊，对我来说就是一个世外桃源一样的地方。风景好，还有一堆陪伴守护着自己的侍神们，好想要穿越进去！
qw0aszx,1,9,['2021-02-14'],塑料大片 为啥国产的大特效片子总会出现掉帧和跳帧呢
白龙,1,16,['2021-02-12'],苍天呐，怎么会把一个这么好的奇幻题材拍的如此平庸，唯一支撑我看下去的事陈伟霆，陈伟霆好帅好帅。陈坤一如既往的演技好，但是在这部电影里只是发挥正常，周迅脸僵的动不了了，有演技但是发挥不出来了。
科林,2,14,['2021-02-12'],这不就是《捉妖记》+《千与千寻》嘛~ 虽然想象力、服化道、视觉特效都在线，但这类电影最火的时候不是五六年前嘛，早已对群魔乱舞的卖萌“动画片”审美疲劳，关键故事共情力也稍差火候，算看了个寂寞吧~
我,5,32,['2021-02-12'],电影真的非常注重细节，诚意满满，小鬼赤的皮肤就很像小孩子的皮肤比较饱满，大鬼赤的就很粗糙，连毛孔都能看清，真的从来没有在华语片里见到这么细致的数字角色，瑞思白了。
花渡紫陌,1,24,['2021-02-12'],这才是郭敬明拍的吧！画面精美，节奏失控，无论是妖域探险、竹林屠杀还是最终决战都平缓成一潭死水。固然《侍神令》比《晴雅集》塑造了更为丰富的妖域与妖怪，但花了如此心神的妖怪竟然只会如人类一般劈砍，而主要的剧情却被这些给打散，打淡。过多人物的设置分散了所剩无几的时间，使得没有一个人物丰富起来。如果说《晴雅集》抄袭《奇异博士》，那么《侍神令》真的是抄袭了《雷神3》和《奇异博士》，彩虹桥对传送阵，浩克大战斯芬克对赤鬼大战鱼头怪，彩虹桥对木桥，雷神对晴明，时间循环对反向咒语。哦对了，该片配音真是坨屎。
saltsyre☃️,1,22,['2021-02-12'],所以已注萧才是主角吧🙃
Tung,1,19,['2021-02-12'],红发小魔女与白发小魔女之战。
吃胶片的考拉,4,20,['2021-02-12'],可以说是华语电影顶级制作了，音乐美术特效全部令人惊喜。阴阳师游戏的世界观被高度还原，纯数字角色也被赋予了“人味儿”。看得出《寻龙诀》过后，陈国富团队又精进了实力。高工业水平，正是幻想类电影的基石。加上再度合作的陈坤周迅全程飙戏，突出一个誓约羁绊，电影很难不好看。
Orange1225,1,16,['2021-02-12'],这个。。。
无人生还,2,17,['2021-02-12'],太难看了太难看了太难看了，怎么可以这么难看
请叫我安正能量,5,18,['2021-02-12'],"陈坤演的晴明太帅了吧!!坤哥的颜值真的是从小吃到大🙊  

特效真的是太棒了 细节很到位 山蛙山兔鸦天狗雪女镰鼬桃花妖茨木  这部剧真的是值得一看 "
我爱吃大魔王,4,22,['2021-02-12'],双发髻、油纸伞！！！这太戳我的点了，这不就是最近很火的神明少女造型！沈月驾驭的还不错，果然，明星和网红之间还是有壁的
渚,1,16,['2021-02-12'],拒绝屈楚萧
乌鸦火堂,4,15,['2021-02-12'],“妖可以和主人同生共死，人能做到吗？”从游戏到大银幕，呈现的是古典文化与流行元素的混搭效果。整体情感非常克制，将主线放在冒险和视效呈现上，两界泾渭的展示、表里线索的呈现，依然是用妖来反衬人间，但这里选择了“羁绊”的角度进行了勾连，倒是让人想起了人与宠物之情，并以此抨击人类的尔虞我诈，这个角度还是很有噱头。当年刷过游戏，妖怪还是比较丰富，找妖怪成了最大的乐趣，妖域段落全片最佳，让人想起了徐克《小倩》中的鬼城，制作水准毋庸置疑，陈国富还是有两下子，相柳替换了八岐大蛇，收尾略显仓促，沈月好评。
午睡的Sol,2,21,['2021-02-12'],太棒了，烂出新天地
琥珀色黄昏,1,22,['2021-02-12'],欺诈，这就是欺诈。陈伟霆戏份少得可怜，屈楚萧沈月才是男女主吧。
will,5,32,['2021-02-12'],比隔壁矮子导演的好
Yummysandy,3,26,['2021-02-15'],三星都给陈坤和周迅，他俩太好看了。赤鬼也可爱。这片子剪个他俩的短篇就可以了。
Taroro,5,46,['2021-02-12'],下午去看了，排片太少了都不好买票。特效真不错，陈坤超级帅。感觉剧情还要展开，不知道会不会拍2
宇宙漫游指南,4,18,['2021-02-12'],"现象级游戏IP改编，特效技术与东方美学的完美搭配，太适合原地过年的我了。这部视效真的牛逼，必须去影院看，和朋友一起去看《侍神令》这个春节原地过年也温暖呀

"
Ash,1,25,['2021-02-12'],很久没在电影院看这么难受的电影了
子然,1,22,['2021-02-13'],拍的什么东西哦，我真的服了 东不东西不西的 
五更可乐,1,8,['2021-02-12'],无聊。导演层面跟郭敬明没有什么区别，唯一聪明的一点在于选了陈坤演晴明。所以大家看明白了吗，阴阳师翻拍还得看陈凯歌（？）
Mori沢,2,15,['2021-02-12'],太烂了 玩家钱真好骗 bgm瞎搞 要不是有ck/zx 2分都没有🙄
绿,4,13,['2021-02-13'],没玩过阴阳师游戏也不了解背景故事，所以剧情结构什么的我就不评判了。非常精彩的cg、特效制作，陈坤周迅的搭档也是一如既往的默契无间。他们俩的一个对视，就让我感受到了那种超越了爱情和生死牵绊的相知相守、对彼此可以交付一切的情感。陈坤真的特别适合晴明这样的美强惨角色，最后挣脱了自己妖的本性而毅然决然为自己阴阳师的身份付出一切也令人动容。最近有看到陈铭老师说，英雄就是突破了命运的人，我想晴明就是这样的人吧，就算被命运不公地对待，即使注定踽踽独行，也要带着尊严在寒夜中前进。
